"subject" "item" "logRT" "logcountsC" "logLSAC" "loglexespC" "logPNC" "slenC" "scohortC" "num_phonC" "logagreeC" "logstsratioC" "loglsaentC" "cohortsizeC" "countsC" "LSAC" "PNC" "voicedC" "init_phonC"
"1" "1" "29" 6.89162589705225 -0.344604860074039 0.0433983673366469 -1.13631718555264 -0.314980299259671 -0.306680694371384 3.40680343678765 -0.0750482202349643 0.246713396285601 -0.0700441665394045 -0.0650966913121527 -7.788532351394 -9.462563563037 0.0418534104857093 -3.75661932316325 0.510959144310012 -0.434858846221287
"2" "1" "27" 6.22059017009974 0.571685871800117 -0.113787216185766 -1.77004094564178 -1.41359258792778 1.69331930562862 3.40680343678765 0.924951779765036 -0.0409686761661789 -0.714401182929918 -0.0787217223033043 -7.788532351394 -3.462563563037 -0.118146589514291 -5.75661932316325 -0.489040855689988 0.565141153778713
"3" "1" "23" 6.43294009273918 2.2203444973875 0.0703058202565711 0.649268421660405 -0.314980299259671 -1.30668069437138 3.40680343678765 -0.0750482202349643 1.01990328451908 1.2627615096295 -0.276104232597068 -13.788532351394 38.537436436963 0.0718534104857093 -3.75661932316325 -0.489040855689988 0.565141153778713
"4" "1" "3" 6.12468339089421 2.2203444973875 0.138708547140972 -1.37069955538415 0.19584532450632 -2.30668069437138 3.40680343678765 -2.07504822023496 1.01990328451908 0.569614329069554 -0.513756506939158 -16.788532351394 38.537436436963 0.151853410485709 -1.75661932316325 0.510959144310012 -0.434858846221287
"5" "1" "18" 6.65929391968364 1.52719731682755 -0.0823710199523866 -0.530446458193284 0.783631989408439 0.693319305628616 3.40680343678765 -1.07504822023496 0.326756103959138 -0.528997959598554 0.010453050217101 -3.788532351394 12.537436436963 -0.0881465895142907 2.24338067683675 -0.489040855689988 0.565141153778713
"6" "1" "70" 6.21260609575152 0.834050136267607 -0.0223530102261336 1.25323879122377 -1.41359258792778 3.69331930562862 3.40680343678765 3.92495177976504 -0.366391076600809 6.0910752469318 -0.00961696332159656 -4.788532351394 -0.462563563036998 -0.0281465895142907 -5.75661932316325 0.510959144310012 -0.434858846221287
"7" "1" "32" 6.28226674689601 1.82444884029548 0.225719924130601 -1.67573026617054 -0.720445407367835 -1.30668069437138 3.40680343678765 -0.0750482202349643 0.62400762742707 -0.144735059140995 -0.0437332608293117 -8.788532351394 21.537436436963 0.261853410485709 -4.75661932316325 -0.489040855689988 0.565141153778713
"8" "1" "5" 5.87773578177964 2.32954378935249 0.0965081926505952 -0.295286318728825 0.19584532450632 -2.30668069437138 3.40680343678765 -2.07504822023496 1.12910257648407 1.65964287404627 -0.96531215201169 -18.788532351394 44.537436436963 0.101853410485709 -1.75661932316325 0.510959144310012 -0.434858846221287
"9" "1" "11" 6.15060276844628 1.98267284551038 -0.003121648298246 0.399326677191472 0.378166881300275 3.69331930562862 3.40680343678765 -1.07504822023496 0.782231632641964 1.02508985775238 -2.00413022943824e-05 -4.788532351394 27.537436436963 -0.00814658951429072 -0.756619323163247 -0.489040855689988 0.565141153778713
"10" "1" "2" 6.98656645940643 -1.03775204063398 -0.0519118124676781 -0.89182872234213 -1.41359258792778 -0.306680694371384 3.40680343678765 1.92495177976504 0.652178504393765 0.201889548944237 -0.196775281958171 -11.788532351394 -11.462563563037 -0.0581465895142907 -5.75661932316325 -0.489040855689988 -1.43485884622129
"11" "1" "56" 6.81673588059497 1.36014323216439 0.113602626009895 -0.0510753879315793 -0.720445407367835 -0.306680694371384 3.40680343678765 3.92495177976504 0.159702019295971 -0.513730487467767 0.00684640158557626 -5.788532351394 8.537436436963 0.121853410485709 -4.75661932316325 -0.489040855689988 -1.43485884622129
"12" "1" "62" 7.1693500166706 -1.03775204063398 -0.0927338069879332 3.07038956239461 -0.0272982268078898 0.693319305628616 3.40680343678765 -1.07504822023496 -0.734115856726124 -0.896722739723873 0.137480791630185 7.211467648606 -11.462563563037 -0.0981465895142907 -2.75661932316325 0.510959144310012 -0.434858846221287
"13" "1" "66" 7.21007962817079 -1.73089922119393 -0.0823710199523866 -1.67573026617054 -1.41359258792778 -1.30668069437138 3.40680343678765 2.92495177976504 -0.366391076600809 -1.30218784783204 0.0482938459550417 -0.788532351394004 -12.462563563037 -0.0881465895142907 -5.75661932316325 0.510959144310012 -0.434858846221287
"14" "1" "78" 6.44571981938558 0.834050136267607 -0.146222491938919 0.652197634495301 1.47677916996838 0.693319305628616 3.40680343678765 -2.07504822023496 -0.366391076600809 -1.2221451401585 0.122084806778347 6.211467648606 -0.462563563036998 -0.148146589514291 11.2433806768368 -0.489040855689988 0.565141153778713
"15" "1" "85" 6.5206211275587 -1.73089922119393 -0.003121648298246 2.14381188646344 -0.720445407367835 -3.30668069437138 3.40680343678765 -0.0750482202349643 -0.533445161263972 -0.850202724088981 0.194006395594296 16.211467648606 -12.462563563037 -0.00814658951429072 -4.75661932316325 0.510959144310012 -0.434858846221287
"16" "1" "95" 7.08506429395255 -1.73089922119393 -0.0927338069879332 -2.16457698321776 -1.41359258792778 -0.306680694371384 3.40680343678765 1.92495177976504 -0.851898892382508 -1.30218784783204 0.160149232726622 9.211467648606 -12.462563563037 -0.0981465895142907 -5.75661932316325 -0.489040855689988 0.565141153778713
"17" "1" "90" 6.84906628263346 -1.03775204063398 0.0250492286684503 -1.94797653049248 -0.0272982268078898 0.693319305628616 3.40680343678765 0.924951779765036 0.0643918394916452 -0.503680151614267 0.101359643309727 1.211467648606 -11.462563563037 0.0218534104857093 -2.75661932316325 -0.489040855689988 -1.43485884622129
"18" "1" "92" 7.28619171470238 -1.73089922119393 -0.0519118124676781 -2.21472676690323 2.02039461655737 0.693319305628616 3.40680343678765 -2.07504822023496 0.0643918394916452 0.594932137053845 0.181482995397976 10.211467648606 -12.462563563037 -0.0581465895142907 24.2433806768368 -0.489040855689988 0.565141153778713
"19" "1" "100" 7.52671756135271 -1.03775204063398 -0.0321091851714983 -1.58955256992949 0.888992505066265 -1.30668069437138 3.40680343678765 -0.0750482202349643 -0.985430285007032 -1.14803716800478 0.159672521163209 10.211467648606 -11.462563563037 -0.0381465895142907 3.24338067683675 -0.489040855689988 0.565141153778713
"20" "1" "53" 6.88755257166462 1.04168950104585 0.0524482028565648 -2.16457698321776 -0.720445407367835 -3.30668069437138 3.40680343678765 -0.0750482202349643 -0.158751711822563 -0.726823702928474 0.136893297883283 7.211467648606 2.537436436963 0.0518534104857093 -4.75661932316325 0.510959144310012 -0.434858846221287
"21" "1" "94" 7.01301578963963 -1.73089922119393 -0.0927338069879332 -0.142813491644183 -0.720445407367835 -2.30668069437138 3.40680343678765 0.924951779765036 -0.628755341068297 -1.19682733217421 0.167752256400973 8.211467648606 -12.462563563037 -0.0981465895142907 -4.75661932316325 -0.489040855689988 0.565141153778713
"22" "1" "86" 6.98286275146894 -1.03775204063398 -0.0823710199523866 1.14584701325589 -0.314980299259671 -2.30668069437138 3.40680343678765 0.924951779765036 -0.292283104447087 -0.272568430650879 0.168726623757381 10.211467648606 -11.462563563037 -0.0881465895142907 -3.75661932316325 0.510959144310012 -0.434858846221287
"23" "1" "30" 6.96979066990159 -1.73089922119393 0.00635709565629777 -2.44144813956532 -1.41359258792778 -0.306680694371384 3.40680343678765 3.92495177976504 0.204153781866805 -0.8747438330051 0.0115144193025021 -3.788532351394 -12.462563563037 0.00185341048570927 -5.75661932316325 0.510959144310012 -0.434858846221287
"24" "1" "36" 6.90575327631146 -0.63228693252582 0.0433983673366469 -2.38230046706263 -0.720445407367835 0.693319305628616 3.40680343678765 2.92495177976504 -0.366391076600809 -0.683148639425812 0.0857104966194531 2.211467648606 -10.462563563037 0.0418534104857093 -4.75661932316325 0.510959144310012 -0.434858846221287
"25" "1" "43" 7.39264752072162 -0.344604860074039 -0.0126910993143967 1.35166216011132 0.783631989408439 1.69331930562862 3.40680343678765 -2.07504822023496 -0.446433784274347 -1.11986629103808 0.0727782344215979 0.211467648605996 -9.462563563037 -0.0181465895142907 2.24338067683675 -0.489040855689988 0.565141153778713
"26" "1" "63" 7.10085190894405 -0.63228693252582 0.233267129765984 -2.07124504342554 0.378166881300275 0.693319305628616 3.40680343678765 -0.0750482202349643 0.875322055707975 0.712715172710227 -0.133009961519131 -11.788532351394 -10.462563563037 0.271853410485709 -0.756619323163247 0.510959144310012 0.565141153778713
"27" "1" "33" 7.10414409298753 1.88001869145029 0.218115324745382 -2.21472676690323 -0.0272982268078898 -1.30668069437138 3.40680343678765 0.924951779765036 0.679577478581879 -0.0891652079861844 -0.099062362409573 -10.788532351394 23.537436436963 0.251853410485709 -2.75661932316325 -0.489040855689988 0.565141153778713
"28" "1" "97" 6.94215670569947 -0.121461308759829 -0.0519118124676781 1.24841649218416 0.378166881300275 2.69331930562862 3.40680343678765 -1.07504822023496 -0.366391076600809 -0.934463067706723 0.135201002425208 5.211467648606 -8.462563563037 -0.0581465895142907 -0.756619323163247 -0.489040855689988 -1.43485884622129
"29" "1" "37" 6.44413125670044 1.48797660367427 0.270171686701435 0.0858563234201455 -0.720445407367835 1.69331930562862 3.40680343678765 1.92495177976504 0.287535390805857 -0.280536600300055 0.0380780946143455 -5.788532351394 11.537436436963 0.321853410485709 -4.75661932316325 -0.489040855689988 0.565141153778713
"30" "1" "71" 6.89467003943348 -1.73089922119393 -0.003121648298246 1.58467130552616 0.98430268487059 -2.30668069437138 3.40680343678765 -1.07504822023496 -0.985430285007032 -1.30218784783204 0.17579247528232 11.211467648606 -12.462563563037 -0.00814658951429072 4.24338067683675 0.510959144310012 0.565141153778713
"31" "1" "8" 6.17378610390194 2.11924838051613 0.00635709565629777 -0.991792024695905 -0.0272982268078898 3.69331930562862 3.40680343678765 0.924951779765036 0.918807167647714 7.37627349118032 -0.278373696763575 -13.788532351394 33.537436436963 0.00185341048570927 -2.75661932316325 -0.489040855689988 0.565141153778713
"32" "1" "19" 6.72142570079064 0.834050136267607 0.0614168728393252 -0.431575672211772 0.98430268487059 2.69331930562862 3.40680343678765 -1.07504822023496 -0.0981270900061277 -1.03392386123736 0.0668671041846154 0.211467648605996 -0.462563563036998 0.0618534104857093 4.24338067683675 -0.489040855689988 0.565141153778713
"33" "1" "109" 7.43366654016617 -1.73089922119393 -0.0519118124676781 -1.98816050831151 0.19584532450632 -2.30668069437138 3.40680343678765 -1.07504822023496 0.113182003661078 -0.655560682906984 0.118628635982059 4.211467648606 -12.462563563037 -0.0581465895142907 -1.75661932316325 -0.489040855689988 0.565141153778713
"34" "1" "14" 6.85540879860993 0.46632535614229 0.0791164499387261 1.35166216011132 0.783631989408439 -0.306680694371384 3.40680343678765 -2.07504822023496 0.113182003661078 -1.14803716800478 -0.0432705923624583 -6.788532351394 -4.462563563037 0.0818534104857093 2.24338067683675 -0.489040855689988 0.565141153778713
"35" "1" "16" 6.74170069465205 0.977150979908281 -0.0321091851714983 -0.89182872234213 0.19584532450632 0.693319305628616 3.40680343678765 -0.0750482202349643 0.0643918394916452 -1.25089455344449 -0.171521026561054 -11.788532351394 1.537436436963 -0.0381465895142907 -1.75661932316325 0.510959144310012 0.565141153778713
"36" "1" "76" 7.30249642372733 -0.344604860074039 -0.0619621483211795 -1.872150747344 -0.720445407367835 -1.30668069437138 3.40680343678765 2.92495177976504 -0.533445161263972 5.92402116226863 0.0773954378137092 1.211467648606 -9.462563563037 -0.0681465895142907 -4.75661932316325 0.510959144310012 -0.434858846221287
"37" "1" "106" 7.08757370555797 -1.73089922119393 -0.0223530102261336 -1.3930607355423 -0.314980299259671 2.69331930562862 3.40680343678765 0.924951779765036 -0.0981270900061277 -1.2415632260156 0.0566983896539055 -3.788532351394 -12.462563563037 -0.0281465895142907 -3.75661932316325 0.510959144310012 0.565141153778713
